Id,Original Sentence,Corrected Sentence
414,okulda yaratıcıklarımız meydana gelir ve zevkimizi uyandiriyor.,Okulda yaratıcılığımız ortaya çıkar ve zevkimiz gelişir.
429,Ben şimdi güzel bir hayat ve kariyer yapıyorum.,Ben şimdi güzel bir hayat yaşıyorum ve kariyer yapıyorum.
464,Meslek seçmek zordır biliyorum ama daha zor birşey şimdi senin elinde.,Bir meslek  seçmek zordur biliyorum ama daha zor şey şimdi senin elinde.
396,"Ünlü ve bilim adamlarının sözlerine, tavsiyelerine göre kibirli olmamız lazım.","Ünlü adamlar ve bilim adamlarının sözlerine, tavsiyelerine göre kibirli olmamamız lazım."
409,Eğitimli birey kendi yetenekleri ve özgürlüklürü sebebile tomplumda liderlik yapabilir.,Eğitimli birey kendi yetenekleri ve özgürlüğü sayesinde topluma liderlik yapabilir.
408,Her şey rğman ne kadar şanslı olduğumuzu hatırlatalım kendimize ne kadar hissederek devam edeliriz yaşamaya.,Her şeye rağmen ne kadar şanslı olduğumuzu hatırlatalım kendimize ne kadar mutlu olduğumuzu hissederek devam edelim yaşamaya.
478,Yemek masrafları bana yük oluşmadı.,Yemek masrafları bana yük olmadı.
407,"Öyleyse her şeye rağmen ne kadar şanslı olduğumuz hatırlatalaım kendimize ne kadar şanslı olduğumuz bilerek ve bunu hissederek devam edelim yaşamaya, bu bir seçim.","Bu sebeple her şeye rağmen ne kadar şanslı olduğumuzu hatırlatalım kendimize. Ne kadar şanslı olduğumuzu bilerek ve bunu hissederek devam edelim yaşamaya, bu bir seçim."
401,"Genelde yetkili insan iş görüşmesinde daha hoşgörülü olanları şeçer ve tercih eder, ondan sonra, kişisel bilgilerin, deneyimlerin ve davranışların gibi bilgileri öğreneceği için öz geçmişi okuyacak.","Genelde yetkili insan iş görüşmesinde daha hoşgörülü olanları seçer ve tercih eder, ondan sonra kişisel bilgilerin, deneyimlerin ve davranışların gibi bilgileri öğrenmek için öz geçmişi okur."
447,Eğer dikkat edersek bu sorunların kökü insanlardır.,Dikkat ettiyseniz bu sorunların kökü insanlardır.
450,Kalp fonksiyonları çok ilgileniyorum çünkü kalp çok iş yapıyor ama yorulmuyor.,Kalp fonksiyonlarıyla çok ilgileniyorum çünkü kalp çok iş yapıyor ama yorulmuyor.
392,"NASIL BIR INSANSIN? Benim küçükken, bizim ailemiz çok fakiriz, babam üniversite'de mezun olmadan annemle evlenmiş.","NASIL BİR İNSANSIN? Ben küçükken bizim ailemiz çok fakirdik, babam üniversiteden mezun olmadan annemle evlenmiş."
473,Ayrıca bu üniversiti yaşadığın şehirde olduğu yeniden bir şanstır.,Ayrıca bu üniversitenin yaşadığın şehirde olması yine bir şanstır.
499,Aldığınız şeyi iade edeceğiz yada paranızı geri vereceğiz.,Aldığınız şeyi iade ededeceksinizaya daaranızı geri vereceğiz.
413,Bir gün ona ziyaret etmek için Kanada'yı gittim ve inanılmaz bir değişlik vardı.,Bir gün onu ziyaret etmek için Kanada'ya gittim ve arkadaşımda inanılmaz bir değişiklik vardı.
475,Yaratıcı Mimarlık Üniversitesin'de yurt dışında devam etme imkânı olmasada çok etkilenmiyor.,Yaratıcı Mimarlık Üniversitesinde okula yurt dışında devam etme imkânı olmasa da çok önemli değil.
392,"Bu dünyada dikensiz gül olmaz, hiç kimse mükemmel olmaz, kötü ve eksik yönleri olabilir.","Bu dünyada dikensiz gül olmaz, hiç kimse mükemmel olmaz, herkesin kötü ve eksik yönleri olabilir."
498,Fakat orada ilk günleri gittimi ve o gün gittimi karşılaştırdım çok farklı hissetim.,"Fakat oraya gittiğim ilk günleri ve o günü   karşılaştırdım, çok olduğunu."
491,Kendini Türk sayabilir.,O kendini Türk sayabilir.
433,"Örneğin evin suyu, elektriği, gazı vb. çok pahalı olur sana.","Örneğin evin suyu, elektriği, gazı vb. sana çok pahalı gelir."
390,Kibirli insan nasıl hayatının olacağını bilseydi asla ve asla kibirli olmazda.,Kibirli insan hayatının nasıl olacağını bilseydi asla ve asla kibirli olmazdı.
487,İşte o zaman siz o ülkeni ülkeni anlayabilirsiniz.,İşte o zaman siz o ülkeyi   anlayabilirsiniz.
866,Türkiye'de Antalya'ya ve Adana ziyaret edeceğiz.,Türkiye'de Antalya'yı ve Adana'yı ziyaret edeceğiz.
866,Mesela eğitim için doktor olmak istiyorum.,Mesela eğitimle ilgili planım doktor olmaktır.
441,Yani karar verirken bütün bunları göz önünde bulundurarak karar vermelisin.,Yani karar verirken bütün bunları göz önünde bulundurmalısın.
389,Teknolojinin gelişmesi için insanlar kendi yetenekler kolayca bilebilir.,Teknoloji geliştiği için insanlar kendi yeteneklerini kolayca keşfedebilir.
429,"Benim için yabancı dil bir silah gibi, çünkü diğer kültür ve insanlar tanışabilir.",Benim için yabancı dil bir silah gibi çünkü diğer kültür ve insanlarla tanışabilirim.
453,Bu yüzden matematiğe seven ve matematikte iyi olan bir kişinin için mühendislık çok uygun.,Bu yüzden matematiği seven ve matematikte iyi olan bir kişi için mühendislik çok uygun.
423,"Ayrıca kıralıktan önce su, ışık içinde para ödemen lazım evin olumlu yönleri de var: kendi odan oluyor, geç saatlerde gelebilirsin, kendin yemek pişiriyorsun.","Ayrıca evi kiraladıktan önce su, elektrik için de para ödemen lazım. Evin olumlu yönleri de var: kendi odan oluyor, geç saatlerde gelebilirsin, kendin yemek pişiriyorsun."
482,Bu sorular çok dikkatli olmalısın ve rahatça bir hayat yaşabilirsin.,Bu konularda çok dikkatli olmalısın ve o zaman rahat bir hayat yaşayabilirsin.
431,"Çünkü bir insan kendi dilinden başka dilide öğrenirse gittiği yerde hiç sıkıntı yaşamaz, ve işini kolayca haledebilir.",Çünkü bir insan kendi dilinden başka bir dil de öğrenirse gittiği yerde hiç sıkıntı yaşamaz ve işini kolayca halledebilir.
487,"Kazakistanda olduğumda Türkiye’de okumayı, Türkçe konuşmayı amacladım ve hayal ettim.","Kzakistan'da olduğumda Türkiye’de okumayı, Türkçe konuşmayı amaçladım ve hayal ettim."
415,Yani nasıl huyu ve karakteri nasil olursa hep öyledir.,Yani   huyu   nasılsa hep öyledir.
866,"Eşim, dürüst, cömert ve güler yüzlü olacak istiyorum.","Eşim, dürüst, cömert ve güler yüzlü olsun istiyorum."
450,HER ŞEY YOLUNDA Şu ana kadar Türkiye'deyim.,HER ŞEY YOLUNDA Şu anda Türkiye'deyim.
449,İnsan kendisini tanıması gerekiyor.,İnsanın kendisini tanıması gerekiyor.
432,"Bence, ihtiyaclarına göre karar vermelisin.","Bence, ihtiyaçlarına göre karar vermelisin."
490,"Ünivesite için çok şanslısın, ben de burada yalnız yaşıyorum, önce zor olacak, ama ben sana herşey için yardımı edeceğim.","Üniversite kazandığın için çok şanslısın, ben de burada yalnız yaşıyorum, önce zor olacak ama ben sana her konuda yardım edeceğim."
415,Zamanla bu özellik az ve çok olur.,Zamanla bu özellik azalır veya artar.
459,Sosiyal Mediyaya Bağımlılık Gönümüzde Sosiyal Mediya en çok kullanılan şeylerden biridir.,Sosyal Medya Bağımlılığı Günümüzde sosyal medya en çok kullanılan şeylerden biridir.
472,Ayrıca gelecekle ilgili ışık tutmak ve saygı kazanmak eğtimini yetenekli hocalarla almalısın.,Ayrıca geleceğinin parlak olması ve saygı kazanman için eğitimini yetenekli hocalardan almalısın.
449,"Ama eğer yanlış mesleği seçersen hayatında, mutlu olurmadın.",Ama eğer yanlış mesleği seçersen hayatında mutlu olmazsın.
495,"Eğer bana sorsan, sana bir şey söyleyeceğim:ʺYurt çocuklar ve gençler için en uygun bir yerdirʺ.","Eğer bana sorarsan sana bir şey söyleyeceğim:ʺYurt çocuklar ve gençler için en uygun   yerdir."""
501,Yazdıklarımın hepsi sağlam yaşam yol açar.,Yazdıklarımın hepsi sağlıklı bir yaşam sağlar.
501,Böyle yapsak sağlıklı bir yaşamız bizi bekliyor.,Böyle yayaparsakağlıklı bir yayaşamizi bekliyor.
487,Daha çok şey anlatmak isterdim zamanım kısa oldu.,Daha çok şey anlatmak isterdim ama zamanım az oldu.
441,"Örneğin yurtta, yurt arkadaşlarınla anlaşmak ve uyum sağlamak hayli zor ve zaman alıcı.",Örneğin yurtta yurt arkadaşlarınla anlaşmak ve onlara uyum sağlamak hayli zor ve zaman alıcı.
421,Ama şunu unutmayalım ki?,Ama şunu unutmayalım ki?
503,Hayatımızı çok hızlı kısaltıyorlar.,Hayatımızı çok çabuk kısaltıyorlar.
866,"Her yıl bir gün babam, annem, kardeşlerim, kardeşlerimin eşleri, eşim ve ben beraber piknik yapmak istiyorum.","Her yıl bir gün babam, annem, kardeşlerim, kardeşlerimin eşleri, eşim ve ben hep beraber piknik yapalım istiyorum."
469,Çok basit kurallarla hayatımızı sağlıklı ve verimli hâle getırmek mümkündür.,Çok basit kurallarla hayatımızı sağlıklı ve verimli hâle getirmek mümkündür.
421,Ama şunu vurgulamam gerekiyor ki sosyal medyada çok olumsuzluklar da var.,Ama şunu vurgulamam gerekiyor ki sosyal medyanın çok olumsuz tarafı da var.
429,Küçükken insanlar ana dili öğrenciler ve çok güçlü hissetiyorlar çünkü konuşmabilir ve anlamabilir.,Küçükken insanlar ana dilini öğreniyorlar ve çok güçlü hissediyorlar çünkü konuşabilirler ve anlayabilirler.
439,"Aslında seçmek konusunda biraz sana bağlı, nerde rahat olursan.","Aslında seçim yapmak  biraz sana bağlı, nerede rahat olursan orada kal."
401,güvenilir ve gözlerinde dürüst bireyi görünür.,herkes ona güvenir ve   dürüst bir birey olarak görür.
464,"Sen de öyle pozitif düşün Sen, hangi Üniversitede kendini daha iyi ifade edebilirsin onu seç.",Sen de öyle pozitif düşün. Sen hangi üniversitede kendini daha iyi ifade edebileceksen onu seç.
466,Çünkü boşa geçen her an ömrümüzden geçer.,Çünkü boşa geçen her an ömrümüzden gider.
471,Bu üniversite hakkında pek çok araştırma yaptım ve öğrencilerden %95 bu üniversiteden çok memmnun kalmış.,Bu üniversite hakkında pek çok araştırma yaptım ve öğrencilerin %95'i bu üniversiteden çok memnun kalmış.
401,"ʺTatlı dil, yılanı deliğinden çıkarırʺ bu güzel atasözden insanın iyi konuşmayla, tebessumla her istediğini şey alabilir.","ʺTatlı dil, yılanı deliğinden çıkarır."" Bu güzel atasözünden insanın iyi konuşarak, tebessümle her istediğini   alabildiğini anlıyoruz."
449,"Bundan dolayı meslek seçerken hobi, hayal ve maaş bakmamız lazım.","Bundan dolayı meslek seçerken hobi, hayal ve maaşa bakmamız lazım."
480,"Bizim düşüncemüzleri daha geniş oluyor, hayattımızı farklı ve yeni yollar açılıyor.","Bizim düşüncelerimiz daha gelişmiş oluyor, hayatımızda farklı ve yeni yollar açılıyor."
403,"Çalışma ve iş hayatı her kişiye çok önemlidir, çünkü insan yaşadıkça devam çalışmalı ve devam kendini ilerlemeli, ayrıca insan boşluktan dolayı ruh ve psikolojik sağlığı bozabilir, o yüzden her zaman kendi için bir iş bulmalı.","Çalışma ve iş hayatı her kişi için çok önemlidir, çünkü insan yaşadıkça devamlı çalışmalı ve devamlı kendini geliştirmeli, ayrıca insanın boşluktan dolayı ruh   sağlığı bozulabilir, o yüzden insan her zaman kendisi için bir iş bulmalı."
450,e Evlenmekten sonra işim yapmaya başlayacağım aynı zamanda dini okumaya başlayacağım.,  Evlendikten sonra işimi yapmaya başlayacağım aynı zamanda din eğitimi almaya başlayacağım.
402,Ahlak önemi Ahlak ve hoşgörü konu gercekten en çok önemli konulardan biridir.,Ahlakın Önemi Ahlak ve hoşgörü konusu gerçekten en   önemli konulardan biridir.
480,"Aynı zamanda farklı ülkelere gidebiliriz, farklı milleti insanlarla konuşabiliriz.","Aynı zamanda farklı ülkelere gidebiliriz, farklı milletlerden insanlarla konuşabiliriz."
398,Eğer dünya yoksa biz de yok olacağız.,Eğer dünya olmazsa biz de yok olacağız.
401,Hoşgörülü insanlar yakın çevresini ve toplumunu etkilebilmektedir.,Hoşgörülü insanlar yakın çevresini ve toplumunu etkileyebilmektedir.
432,"Evde, hayat daha huzurlu, rahat ve bağımsız olur.","Evde hayat daha huzurlu, rahat ve bağımsız olur."
424,Okul arkadaşların sadece okulda görüşebilirsiniz ama eve dönunce yalnız kalacaksın ve bu çok sıkıcı bir hâl.,Okul arkadaşlarınla sadece okulda görüşebileceksin ama eve dönünce yalnız kalacaksın ve bu çok sıkıcı bir durum.
438,Yurtta yemek yapmamalısın zaten onlar yapılıyor.,Yurtta yemek yapmana gerek yok zaten onlar yapıyor.
493,Senin sorduğu soru cevaplamak için deneyeceğım ve umarın sana yardım edecek.,Senin sorduğun soruyu cevaplamayı   deneyeceğim ve umarım sana yardım edeceğim.
477,"Ama, şimdi Türkiye’de benim için sekiz ay oldu, ve diyebilirim ki bana anlattılan şeyi hiç gerçek değil.",Ama şimdi Türkiye'ye geleli sekiz ay oldu ve diyebilirim ki bana anlatılan şey hiç gerçek değil.
459,Sosiyal Midiyanın insanlara sunduğu çeşitli hizmetleri çok kullanılmasına neden oldu.,Sosyal medya insanlara sunduğu çeşitli hzimetler çok kullanılmasına neden oldu.
423,Üniversitede okurken yurt daha iyi diye düşünüyorum.,Üniversitede okurken yurt daha iyi olur diye düşünüyorum.
435,"Bu yüzden hem okumak lazım, hem gezmek ama gezmek daha önemlidir.",Bu yüzden hem okumak hem gezmek lazım ama gezmek daha önemlidir.
500,Tüm tamirler yapmaya ragmen sizin klimayınız bozuk kalmıştır.,Tüm tamir işlerinin yapılmasına ragmen sizin klimanız bozuk kalmıştır.
450,Babam doktor ve annem doktor.,"Babam doktor, annem de doktor."
400,Ülkeler için çok önemli olacak çünkü yapacaklar ve sonra satıyacaklar.,Teknoloji ülkeler için de çok önemli olacak yeni teknolojileri yapacaklar ve sonra satacaklar.
469,Bunların yanı sıra uzun vadede hatta yaşlılığımızda dahi sağlıklı bir vücuda sahip ıstersek spor yapmak son derece önemlidir.,Bunların yanı sıra uzun vadede hatta yaşlılığımızda dahi sağlıklı bir vücuda sahip olmak istiyorsak spor yapmak son derece önemlidir.
427,"Gezen insan mı, kitap okuyan ıhsan mı?","Gezen İnsan mı, Kitap Okuyan İnsan mı?"
449,O yüzden insanlar meslek şeçerken bunlara dikkat etmeliler.,O yüzden insanlar meslek seçerken bunlara dikkat etmeliler.
456,"Eğer bir insan zamanın değerini iyi biliyorsa, o insan hem çok mutlu hem de çok güçlü olabilir.",Eğer bir insan zamanın değerini iyi biliyorsa o insan hem çok mutlu hem de çok güçlü olabilir.
478,"Tıp öğrenciydim, ondan dolayı fazla sorumluluk dayanamıyordum.","Tıp öğrencisiydim, ondan dolayı fazla sorumluluğa dayanamıyordum."
463,Bunun dolay insan kafası karışıyor.,Bundan dolayı insanın kafası karışıyor.
424,En kısa zamanda görüşeceğiz ümit veriyorum.,En kısa zamanda görüşeceğimizi ümit ediyorum.
441,"Öncelikle bana yönelttiğin soruya değinmem gerekirse, şunu belirtmeliyim ki yurtta kalıp kalmamak veya evde kalmak, tamamen senin yaşam biçimine ve alışkanlıklarına bağlı.",Öncelikle bana yönelttiğin soruya değinmem gerekirse şunu belirtmeliyim ki yurtta kalıp kalmamak veya evde kalmak tamamen senin yaşam biçimine ve alışkanlıklarına bağlı.
470,Toplumda kıymet görmek ve saygınlık kazanabilmek için hepimizin bir meslek sahıbı olması gerekiyor ve hepimizin hayallerimizda mutlaka bir meslek vardır.,Toplumda kıymet görmek ve saygınlık kazanabilmek için hepimizin bir meslek sahibi olması gerekiyor ve hepimizin hayallerinde mutlaka bir meslek vardır.
867,Her gün sekiz saatte sevmediği bir işi yaparkan rûhun yorgun olur.,Her gün sekiz saat sevmediği bir işi yaptıkları için ruhları yorgun olur.
400,"Cocuklar için okulu gitmek zor olmayacak, servisle gidecekler.","Çocuklar için okula gitmek zor olmayacak, servisle gidecekler."
484,Ama eğer birisinden seçmelisem düşünceme göre gezen insan kitap okuyan insandan daha bilgi olabilir.,Ama eğer birini seçmeliysem düşünceme göre gezen insan kitap okuyan insandan daha bilgili olabilir.
409,Kendi çevresideki insanlarni etkilebilir.,Kendi çevresindeki insanları etkileyebilir.
491,Bir dil öğren bir kişilik kazan.,Bir Dil Öğren Bir Kişilik Kazan
392,"Başarılı olursam, Endonezya' ya gitmem lazım.",Başarılı olursam Endonezya' ya gitmem lazım olacak.
503,"Sonunda, hepsine bakarak sonuç yapabilirim.","Sonunda, hepsine bakarak bir sonuç çıkarabilirim."
448,Yurt dışında ülkenden diğer ülkelerde yaşamak demek.,"Yurt dışında yaşamak, ülkenden farklı bir ülkede yaşamak demek."
415,"Meğerki insan kendisi karar vere ki bu özelliğim iyi değil ʺbundan sonra böyle davranmayacağımʺ, diye.","Oysaki insan kendisi ""Bu özelliğim iyi değil, bundan sonra böyle davranmayacağım."" diye karar verir."
425,Bu sözden hareketle yabancı dil öğrenmenin önemlerinden biri insanların konuşma aksanlardır.,Bu sözden hareketle yabancı dil öğrenmenin önemlerinden biri insanların konuştuğu şivelerdir.
869,kelimelerle yada jestlerle ifade etmek için bir araçtır.,kelimelerle ya da jestlerle ifade etmek için kullanılan bir araçtır.
461,Böyle vücut saatini de alıştırmız zor oluyoruz.,Böylece vücut saatini de alıştırmamız kolay oluyor.
421,Şimdi onlarda bir çocuk var.,Şimdi onların bir çocuğu var.
396,"Bence kibir insandan başarılı, iyilik, sağlık ve arkadaşlar da kaçacaklar o yüzden diyorlar ʺBaşarılarında kibirli olma; bil ki kibir, gelecekteki başarıların e büyük düşmanıdırʺ, ve onlar büyük şeyleri hiç kazanamaz.","Bence kibirli bir insandan başarı, iyilik, sağlık ve arkadaşlar da kaçacaklar. O yüzden ""Başarılarında kibirli olma; bil ki kibir, gelecekteki başarıların en büyük düşmanıdır."" diyorlar ve kibirli insanlar büyük şeyleri hiç kazanamaz."
865,İnsanlar aynı yerde hiç gitmeden oturlarsa sıkılabilirler.,İnsanlar aynı yerde hiç gitmeden otururlarsa sıkılabilirler.
466,Planlı bir şekilde yaşamak bizi hem mutlu eder hem de bütün işlerimizi yapmış oluruz.,Planlı bir şekilde yaşamak bizi hem mutlu eder hem de bütün işlerimizi yapmamızı sağlar.
868,Burada sadece tek sorunum yemekler.,Buradaki   tek sorunum yemekler.
486,"Ders çalışmak, dinlenmek ve genellikle yaşamak için ev en sakin, rahat ve güvenli yerdir.","Ders çalışmak, dinlenmek ve genel olarak yaşamak için ev en sakin, rahat ve güvenli yerdir."
465,Günümüzde insanlar meslek seçmeni sevdikleri için değil para kazanmak için seçıyorlar.,"Günümüzde insanlar mesleği   sevdikleri için değil, para kazanmak istedikleri için seçiyorlar."
484,Fakat bazılar sadece kitabın yazıldığını yüzde yüz inanıyor.,Fakat bazıları sadece kitapta yazılanlara yüzde yüz inanıyor.
448,O zaman mutlaka çok para kazanacaksın.,Dolayısıyla mutlaka çok para kazanacaksın.
414,"çocuk aklına bir soru gelirse hemen çözmeye çalışır, insanlar çocukken her şeyi öğrenirler hem iyilik hemde kötülük, bu nedenle eğitimde onlarla nasıl davranılır çok önemlidir.","Çocuğun aklına bir soru gelirse hemen çözmeye çalışır. İnsanlar çocukken her şeyi öğrenirler, hem iyiliği hem de kötülüğü. Bu nedenle eğitimde onlara nasıl davranıldığı çok önemlidir."
465,Hayatımızı huzurlu ve mutlu yaşamak istersek.,Hayatımızı huzurlu ve mutlu yaşamak istersek.
405,Bu yüzden herkesin kişilik yapısı v kişilik özellikleri o engelleri aşamasına yardımcı olur.,Bu yüzden herkesin kişilik yapısı v kişilik özellikleri o engelleri aşmasına yardımcı olur.
440,Ama bence çok iyi dostluklarda kurabilirsin.,Ama bence çok iyi dostluklar da kurabilirsin.
421,"Eğer bir insan akşam dört-beş saat vaktini sosyal medyada geçiyorsa, aile için vakit bulabilir mi tabiiki hayır.",Eğer bir insan akşam dört-beş saatini sosyal medyada geçiriyorsa ailesi için vakit bulabilir mi? Tabii ki hayır.
449,Amacımızı bilmemiz gerekiyor çünkü bize yol açacak okulda bile.,Amacımızı bilmemiz gerekiyor çünkü amaç okulda bile bize yol gösterecek.
488,Dedeyim gibi evler pahalı olabilir ancak yurtlar daha ucuz.,Dediğim gibi evler pahalı olabilir ancak yurtlar daha ucuz.
390,Başarılı bir insan ve aynı zamanda mutavazi güzel ki ne güzel.,Bir insanın başarılı ve aynı zamanda mütevazi     ne güzel.
494,"NELSON MANDELA bir gün dedi ʺYabancı dil biliyorsan, konuşan bu dili onlarla konuştuğu zaman seni çok seveceklerʺ.","Nelson Mandela bir gün ""Yabancı dil biliyorsan bu dili konuşanlar onlarla konuştuğun zaman seni çok seveceklerç"" dedi."
488,Yurtler kalabalıkolduğunu için bazı sikıntlar olabilir ama haledeceksin.,Yurtlar kalabalık olduğu için bazı sıkıntılar olabilir ama halledeceksin.
423,Ama benim için en uygun yurt.,Ama benim için en uygun olanı yurt.
501,Sağlık olmak için bol bol spor yapmamız gerek.,Sağlıklı olmak için bol bol spor yapmamız gerek.
455,"Neticeye gelirsek, insanların gözünü para iyce boyamış en kötüsüde hiçbiri bunu farkında değil.","Sonuç olarak, para iyice insanların gözünü boyamış. En kötüsü de hiçbiri bunun farkında değil."
498,Ama şimdi da hastalıklarım var ama artık yalnız giderim.,Şimdi de hastalandığım oluyor ama artık yalnız hastaneye gidiyorum.
435,"Sonra bir gün İngiltere'ye gitti hiç konuşamadı, çünkü o hiçbir şeyi bilmedigini anladı.","Sonra bir gün İngiltere'ye gitmiştir ama hiç konuşamamıştır, çünkü o hiçbir şey bilmediğini anlamıştır."
865,"Kitaplar bir hazine gibi, çok önemli ve değerli çünkü eski kitapları bile okuyabiliyorlar ve onlara göre eski insanların düşünce ve fikirlerini öğrenebiliyoruz.","Kitaplar bir hazine gibi, çok önemli ve değerli çünkü eski kitapları bile okuyabiliyoruz ve onlara göre eski insanların düşünce ve fikirlerini öğrenebiliyoruz."
501,Böylece hastalanmak kolaydır.,Böylece hakolayca hastalanılabilir
431,Bir dil öğrenmek de çok meraklıdır.,Bunun dışında bir dil öğrenmek çok ilginçtir.
491,Artık diğer şeyler kolaylıkla öğrenebilir.,Artık diğer şeyleri kolaylıkla öğrenebilir.
405,"Herkesin iş hayatındaki amaçları farklı olabilir, kimi eğitimini bitirip sosyal hayatında farklılık yaparak bir kariyer sahip olmak ister, kimi de hiç okula gitmemiş olsa bile, aile kurma, hayatını sürdürme başkalarına ihtiyaç duymama ve saire şeyler gibi amacıyla iş sahibi olmak ister.","Herkesin iş hayatındaki amaçları farklı olabilir. Kimisi eğitimini bitirip sosyal hayatında farklılık yaparak bir kariyere sahip olmak ister. Kimisi de hiç okula gitmemiş olsa bile aile kurma, hayatını sürdürme, başkalarına ihtiyaç duymama ve buna benzer amaçlarla iş sahibi olmak ister."
415,"Bir atasözüde şöyle diyor ʺiyisen iyi ol, kötüsen kötü olʺ.","Bir atasözü de şöyle diyor: ""İyiysen iyi ol, kötüysen kötü ol."""
866,Üç tane çocuğum olmak istiyorum.,Üç tane çocuğum olsun istiyorum.
411,böylelikle kendi ne uygun bölüm ve mesleki seçebilir: o zaman meslek seçimini çok dikkatlı yapmamız gerekiyorki geleceğımizde sorun yaşamayalım diye ve kendimize güvenerek ve inanarak parlak geleceğe sahip olmak için ilk adımi atmalıyiz.,Böylelikle kendine uygun bölüm ve mesleği seçebilir. Demek ki meslek seçimini çok dikkatli yapmamız gerekiyor ki geleceğimizde sorun yaşamayalım. Ayrıca kendimize güvenerek ve inanarak parlak geleceğe sahip olmak için ilk adımı atmalıyız.
425,Daha önce İnglizce biliyordum ve Türkçe'deki dil bilgisi İnglizceye göre tam tersidir.,Daha önce İngilizce biliyordum ve Türkçedeki dil bilgisi İngilizcedekinin   tam tersidir.
489,Belki ailem de buraya gelse eve taşınacam.,Belki ailem de buraya gelirse eve taşınırım.
463,Sosyal medya insanların arasındaki iletişim çok kolaylaştırıyor.,Sosyal medya insanların arasındaki iletişimi çok kolaylaştırıyor.
453,Bence bir melesk seçmeden önce bir kişi onun kendi yetenekleri ve becerileri bilmeli.,Bence bir melesk seçmeden önce bir kişi   kendi yeteneklerini ve becerilerini bilmeli.
404,"Televizyon bizim evimizde bulnmasada hemen hemen nerdeyse bütün evlerde bulunmuş durumumda, bence herkesin evinde televizyon bulunmalı ve aile reislerinde de bu televizyona belirli kanallar tutmalı çünkü her yaş guruba belirli bir program yüklenip belirlenmezse işler karışır ve aile terbiyesi dağılır.",Televizyon bizim evimizde bulunmasa da hemen hemen   bütün evlerde var. Bence herkesin evinde televizyon bulunmalı ve aile reisleri de de bu televizyonda belirli kanalları açık tutmalı çünkü her yaş grubu belirli bir program yüklenip belirlenmezse işler karışır ve aile terbiyesi bozulur.
456,Bu zaman bize Allah veriyor: biz ise ne zaman öleceğimizi bilmeyerek yaşıyoruz.,"Bu zamanı bize Allah veriyor, biz ise ne zaman öleceğimizi bilmeden yaşıyoruz."
453,Mesela; matemetik çok iyi bilen bir kişi çok iyi bir mühendis olabilir.,"Mesela, matematiği çok iyi bilen bir kişi çok iyi bir mühendis olabilir."
436,"Sınırlar yok, istediğin gibi yaparsın, istediğin yemekler pişiriyorsun ve istediğin zaman yiyorsun.","Sınırlamalar yok, istediğin gibi hareket ediyorsun, istediğin yemekleri pişiriyorsun ve istediğin zaman yiyorsun."
869,"Birden fazla dil öğrenmenin önemini Dil, insanın duyguları, istediklerini, düşüncülerini...","Birden Fazla Dil Öğrenmenin Önemi Dil, insanın duygularını, istediklerini, düşüncelerini vs.yi"
413,"ama ne yapacağım, kendimi bazen değiştirmem lazım çünkü yararlı ve önemlidir.","Ama ne yapayım, kendimi bazen değiştirmem lazım çünkü yararlı ve önemlidir."
445,Benim önerilerim bunlar ama yinede senin daha iyi karar vereceğine inanıyorum.,Benim önerilerim bunlar ama yine de senin daha iyi karar vereceğine inanıyorum.
398,İnsanlar sevdiği şeylere güzel birakmak için çalışıyor.,İnsanlar sevdiği şeyleri güzel durumda bbırakmaya çalışıyor.
503,"İkinci, hep çok önemli bir şey: Spor yapmak.","ikinci   çok önemli   şey, spor yapmak."
468,Sosyal Medya insanları bir kutu içinde kapandı.,Sosyal medya insanları bir kutunun içine kapattı.
458,"Ne kadar yaşayıp yaşamadığımızı bilmiyoruz, bu yuzden her sayesinden zevk almalıyız ve hayatını tadı çıkarmalıyız.","Ne kadar yaşayacağımızı bilmiyoruz, bu yüzden hayatın her saniyesinden zevk almalıyız ve hayatın tadını çıkarmalıyız."
478,"Diğer tarafta, evde daha rahat olman kesindir.","Diğer taraftan, evde daha rahat olacağın kesindir."
485,"Günümüzde insanlar her zaman bu iki tür insanı karşılaştırıyor, yanı kimi daha bilgili, eğitimli ve deneyimli bulmaya çalışıyor.","Günümüzde insanlar her zaman bu iki tür insanı karşılaştırıyor, yani hangisinin daha bilgili, eğitimli ve deneyimli olduğunu bulmaya çalışıyor."
480,"Aynı zamanda evde ne istiyorsun, hangi yemek seviyorsun yapabilirsin.","Aynı zamanda evde ne istiyorsan, hangi yemeği seviyorsan onu yapabilirsin."
425,"Unutmayalım ki, “Bir dil bir insan, iki dil iki insan” bize yeni dünyada rahatla yaşamaya sağlıyor.","Unutmayalım ki, “Bir dil bir insan, iki dil iki insan."" bizim yeni dünyada rahatlıkla yaşamamızı sağlıyor."
423,Güvenlilik içinde yurt daha iyi.,Güvenlik için de yurt daha iyi.
405,"Çalışmak, hepimizin aklında takılıp dolaşan, kendi gereksinimerimizi karşılamak için hayatın en önemli konularından biri.","Çalışmak, hepimizin aklında takılıp dolaşan, kendi gereksinimlerimizi karşılamak için gereken, hayatın en önemli kısımlarından biri."
